name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
Flutter-Movie-App-with-Clean-Architecture-and-RiverPod-State-Management,https://github.com/Iamzaryab/Flutter-Movie-App-with-Clean-Architecture-and-RiverPod-State-Management,81,21,Dart,Iamzaryab,FilmKu is an open-source Flutter movie application that exemplifies clean architecture principles while leveraging the power of both Riverpod and Bloc for state management. The app utilizes the Movies Database API to provide users with an immersive movie discovery experience. With dependency injection powered by get_it.,2023-09-27T14:04:58Z,2023-08-22T12:03:04Z,0
animated_to,https://github.com/chooyan-eng/animated_to,80,5,Dart,chooyan-eng,AnimateTo animates its child to a new position requiring no calculation.,2025-03-21T08:50:32Z,2024-12-15T13:50:32Z,0
flutter-scene-example,https://github.com/bdero/flutter-scene-example,80,14,Dart,bdero,,2024-10-29T16:46:58Z,2023-01-09T10:03:42Z,1
hao_chatgpt,https://github.com/conghaonet/hao_chatgpt,80,19,Dart,conghaonet,An unofficial ChatGPT application developed with Flutter.,2023-08-05T03:13:52Z,2023-01-02T13:11:58Z,2
codable,https://github.com/schultek/codable,80,4,Dart,schultek,RFC: Serialization protocol for Dart,2025-03-05T19:53:02Z,2024-11-29T13:39:24Z,8
telegram_bot_stars,https://github.com/azkadev/telegram_bot_stars,80,0,Dart,azkadev,Telegram Bot Stars Payment Gateway Official Internal Telegram Example ,2024-06-21T17:30:03Z,2024-06-21T15:36:41Z,0
flutter_startup,https://github.com/gerry-momo/flutter_startup,79,6,Dart,gerry-momo,,2024-09-20T06:16:04Z,2023-11-07T09:36:10Z,1
zal,https://github.com/hedihadi/zal,79,7,Dart,hedihadi,,2024-11-12T20:54:20Z,2024-01-09T14:52:15Z,1
universal_ble,https://github.com/Navideck/universal_ble,79,21,Dart,Navideck,A cross-platform Android/iOS/macOS/Windows/Linux/Web Bluetooth Low Energy (BLE) plugin for Flutter,2025-03-19T21:17:11Z,2024-01-24T13:26:38Z,14
hyper_effects,https://github.com/hyper-designed/hyper_effects,79,6,Dart,hyper-designed,Create beautiful effects and animations with just a few lines of code.,2024-12-15T18:54:57Z,2023-09-29T09:47:14Z,0
exprollable_page_view,https://github.com/fujidaiti/exprollable_page_view,79,7,Dart,fujidaiti,Yet another PageView widget that expands its viewport as it scrolls. Exprollable is a coined word combining the words expandable and scrollable. ,2025-03-19T13:12:22Z,2023-04-11T09:20:09Z,8
